"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "CH_status" "MISSING_ALL_TRAITS"
"Lecidea lapicida subsp. lapicida" NA "SUBSPECIES" NA "unresolved_accepted_11668" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea lapicida subsp. pantherina" "Lecidea lapicida var. pantherina Ach." "SUBSPECIES" "accepted" "Lecidea lapicida var. pantherina Ach." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_FOUND" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA "NO"
"Lecidea lapicida subsp. spilotica" "Lecidea lapicida var. spilotica (Nyl.) Clauzade & Cl.Roux" "SUBSPECIES" "accepted" "Lecidea lapicida var. spilotica (Nyl.) Clauzade & Cl.Roux" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_FOUND" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea lapicida var. lapicida" "Lecidea lapicida var. lapicida" "VARIETY" "accepted" "Lecidea lapicida lapicida (Ach.) Ach., 1803" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea lapicida var. pantherina" "Lecidea lapicida var. pantherina Ach." "VARIETY" "accepted" "Lecidea lapicida var. pantherina Ach." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" 1 0 NA 1 NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA "NO"
"Lecidea lapicida var. spilotica" "Lecidea lapicida var. spilotica (Nyl.) Clauzade & Cl.Roux" "VARIETY" "accepted" "Lecidea lapicida var. spilotica (Nyl.) Clauzade & Cl.Roux" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "FaunaEuropeae" NA NA NA NA "NOT_FOUND" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea lenticella" "Lecidea lenticella (Arnold) Stizenb." "SPECIES" "accepted" "Lecidea lenticella (Arnold) Stizenb." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea leprarioides" "Lecidea leprarioides Tønsberg" "SPECIES" "accepted" "Lecidea leprarioides Tønsberg" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea leprosolimbata" "Lecidea leprosolimbata (Arnold) Poelt" "SPECIES" "accepted" "Lecidea leprosolimbata (Arnold) Poelt" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea leucothallina" "Lecidea leucothallina Arnold" "SPECIES" "accepted" "Lecidea leucothallina Arnold" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea limosa" "Lecidea limosa Ach." "SPECIES" "synonym" "Protomicarea limosa (Ach.) Hafellner" "Protomicarea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "DD" NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 NA NA NA NA NA "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 1 0 0 0 1 0 0 0 NA NA NA NA NA NA "NO"
"Lecidea lithophila" "Lecidea lithophila (Ach.) Ach." "SPECIES" "accepted" "Lecidea lithophila (Ach.) Ach." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "NE" NA "NEAR_THREATENED" 1 0 0 0 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 1 1 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 1 0 0.666666666666667 0.333333333333333 0.555555555555556 0.333333333333333 0.125 "NE" "NO"
"Lecidea lurida" "Lecidea lurida Ach." "SPECIES" "synonym" "Romjularia lurida (Ach.) Timdal" "Romjularia" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "NT" NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 "epruinose" NA 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 1 1 0 1 NA NA NA NA NA NA "NO"
"Lecidea luteoatra" "Lecidea luteoatra Nyl." "SPECIES" "synonym" "Lecanora viridiatra (Stenh.) Nyl. ex Zahlbr." "Lecanora" "Lecanoraceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea malmeana" "Lecidea malmeana Zahlbr." "SPECIES" "accepted" "Lecidea malmeana Zahlbr." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea margaritella" "Lecidea margaritella Hulting" "SPECIES" "synonym" "Puttea margaritella (Hulting) S.Stenroos & Huhtinen" "Puttea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "VU" NA "LEAST_CONCERN" 1 0 0 NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA "NO"
"Lecidea meiocarpoides" "Lecidea meiocarpoides" "SPECIES" "accepted" "Lecidea meiocarpoides" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea meylanii" NA "SPECIES" NA "unresolved_accepted_11669" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea moritzii" "Lecidea moritzii B.de Lesd." "SPECIES" "accepted" "Lecidea moritzii B.de Lesd." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea nivosa" NA "SPECIES" NA "unresolved_accepted_11670" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea nylanderi" "Lecidea nylanderi (Anzi) Th.Fr." "SPECIES" "accepted" "Lecidea nylanderi (Anzi) Th.Fr." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 NA 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA NA 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA "absent" 0 1 1 0 1 0 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 0 0 0 0 0 NA NA NA NA NA "LC" "NO"
"Lecidea obluridata" "Lecidea obluridata Nyl." "SPECIES" "accepted" "Lecidea obluridata Nyl." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea oreia" NA "SPECIES" NA "unresolved_accepted_11671" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea paratropoides" "Lecidea paratropoides Müll.Arg." "SPECIES" "accepted" "Lecidea paratropoides Müll.Arg." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea personata" "Lecidea personata (Körber) Jatta" "SPECIES" "accepted" "Lecidea personata (Körber) Jatta" "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Lecidea phaeops" "Lecidea phaeops Nyl." "SPECIES" "accepted" "Lecidea phaeops Nyl." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 1 0 1 0 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 1 0 0 0 0 "present" 8 NA NA NA NA NA NA NA NA NA NA NA NA "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA "NO"
"Lecidea plana" "Lecidea plana (J.Lahm ex Körb.) Nyl." "SPECIES" "accepted" "Lecidea plana (J.Lahm ex Körb.) Nyl." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 1 0 0 NA 1 0 0 0 NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" NA 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA "NO"
"Lecidea plebeja" "Lecidea plebeja Nyl." "SPECIES" "accepted" "Lecidea plebeja Nyl." "Lecidea" "Lecideaceae" "Lecideales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 NA 0 0 1 0 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "absent" NA NA NA NA NA 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 NA 0 0 0 1 1 0 0 0 0 NA NA NA NA NA NA "NO"
