"species" "Genus" "Family" "Order" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "RangeSize_km2" "IUCN_status" "Riparian_sp" "Meadow_sp" "Flight_capacity" "VegForm1" "VegForm2" "VegForm3" "VegForm4" "VegForm5" "VegForm6" "VegForm7" "VegForm8" "VegForm9" "Biotope_range" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Acauloplax exigua" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 845694.058511151 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acauloplax exigua Karsch, 1891" "SPECIES" "Acauloplax" "Tettigoniidae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acheta domesticus" "Acheta" "Gryllidae" "Orthoptera" 16.75 16.5 17 13.5 20 NA NA NA NA NA NA 0 0 1 1 NA NA NA NA NA NA "Omnivorous" NA NA NA 1 NA NA NA NA NA NA 0 0 NA 1 NA 0 NA 0 0 0 0 NA NA NA NA 1 1 NA NA 0 0 NA NA NA 0.9875 0.272727272727273 0 1 1 0 0 0.5 NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 "oligotop" "Acheta domesticus (Linnaeus, 1758)" "SPECIES" "Acheta" "Gryllidae" "Orthoptera" "Insecta" "Arthropoda" "NOT_EVALUATED"
"Acilacris furcatus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 119.253804626556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acilacris furcatus Naskrecki, 1996" "SPECIES" "Acilacris" "Tettigoniidae" "Orthoptera" "Insecta" "Arthropoda" "CRITICALLY_ENDANGERED"
"Acilacris kristinae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 628.235271333486 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acilacris kristinae Naskrecki, 1996" "SPECIES" "Acilacris" "Tettigoniidae" "Orthoptera" "Insecta" "Arthropoda" "CRITICALLY_ENDANGERED"
"Acilacris obovatus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23559.2983844724 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acilacris obovatus Naskrecki, 1996" "SPECIES" "Acilacris" "Tettigoniidae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acinipe comptei" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1642.27752186425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe comptei Llorente del Moral, 1980" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Acinipe deceptoria" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 68274.90175517 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe deceptoria (Bolívar, 1878)" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acinipe eulaliae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1072.36447539413 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe eulaliae Olmo-Vidal, 2009" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Acinipe galvagnii" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39.7383763604271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe galvagnii Cusimano & Massa, 1977" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Acinipe ignatii" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4433.74344050739 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe ignatii Llorente del Moral & Presa, 1983" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acinipe mabillei" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 21029.1901668636 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe mabillei (Bolívar, 1878)" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "NEAR_THREATENED"
"Acinipe paulinoi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8445.57724449844 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe paulinoi (Bolívar, 1887)" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acinipe perisi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 428.741558553661 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe perisi Llorente del Moral & Presa, 1983" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acinipe segurensis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 52647.3423323357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acinipe segurensis (Bolívar, 1908)" "SPECIES" "Acinipe" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Acoryphella agilis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 314.117635549004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acoryphella agilis Baccetti, 1984" "SPECIES" "Acoryphella" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acoryphella robusta" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 314.117635159084 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acoryphella robusta Baccetti, 1984" "SPECIES" "Acoryphella" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acoryphella zonata" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 60608.8578618742 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acoryphella zonata Giglio-Tos, 1907" "SPECIES" "Acoryphella" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrida bara" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.0481890662168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrida bara Steinmann, 1963" "SPECIES" "Acrida" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acrida formosana" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14779.4185131013 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrida formosana Steinmann, 1963" "SPECIES" "Acrida" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrida tjiamuica" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 144.933233066258 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrida tjiamuica Steinmann, 1963" "SPECIES" "Acrida" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acrida ungarica" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1639727.63484807 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrida ungarica (Herbst, 1786)" "SPECIES" "Acrida" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acridoderes uvarovi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 45.2305310509737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acridoderes uvarovi (Miller, 1925)" "SPECIES" "Acridoderes" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Acrometopa cretensis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10087.1449606463 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrometopa cretensis Ramme, 1927" "SPECIES" "Acrometopa" "Tettigoniidae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acroneuroptila puddui" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 873.946022934076 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acroneuroptila puddui Cadeddu, 1970" "SPECIES" "Acroneuroptila" "Gryllidae" "Orthoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Acroneuroptila sardoa" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1160.8636969019 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acroneuroptila sardoa Baccetti, 1960" "SPECIES" "Acroneuroptila" "Gryllidae" "Orthoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Acrophymus acuticercus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 314.117635173876 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus acuticercus Naskrecki, 1995" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acrophymus cuspidatus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 839336.875975945 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus cuspidatus (Karsch, 1900)" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrophymus lobipennis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 226935.104365521 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus lobipennis Miller, 1949" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrophymus ocreatus" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 213564.306178079 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus ocreatus Uvarov, 1953" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrophymus rossi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3732.12062693472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus rossi Dirsh, 1963" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "VULNERABLE"
"Acrophymus sigmoidalis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 314.117635567458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus sigmoidalis (Bolívar, 1889)" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "DATA_DEFICIENT"
"Acrophymus squamipennis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 734002.682758314 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus squamipennis (Brancsik, 1897)" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrophymus veseyi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 143537.576548371 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrophymus veseyi Dirsh, 1963" "SPECIES" "Acrophymus" "Acrididae" "Orthoptera" "Insecta" "Arthropoda" "LEAST_CONCERN"
"Acrostira bellamyi" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 52.1984827772393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrostira bellamyi (Uvarov, 1922)" "SPECIES" "Acrostira" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "CRITICALLY_ENDANGERED"
"Acrostira euphorbiae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.77959917286181 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrostira euphorbiae Garcia-Becerra & Oromí, 1992" "SPECIES" "Acrostira" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "CRITICALLY_ENDANGERED"
"Acrostira tamarani" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 765.655003635724 NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Acrostira tamarani Baez, 1984" "SPECIES" "Acrostira" "Pamphagidae" "Orthoptera" "Insecta" "Arthropoda" "ENDANGERED"
