"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Longevity_y" "Diet_Carniv" "Diet_Leaf" "Diet_Woody" "Diet_Parasit" "Diet_Other" "Diet_Gra" "Diet_Gat" "Diet_Aff" "Diet_Pff" "Temp_pref" "Drought" "pH_pref" "Respir_teg" "Respir_gil" "Respir_pls" "Respir_spi" "Respir_ves" "Respir_tap" "Respir_sur" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Elev_Nival" "Reproductive_mode" "Development" "Aqu_stage_egg" "Aqu_stage_lar" "Aqu_stage_nym" "Aqu_stage_pup" "Aqu_stage_adu" "Transport_sws" "Transport_swd" "Transport_bub" "Transport_spw" "Transport_ses" "Transport_oth" "Stream_pref_euc" "Stream_pref_hyc" "Stream_pref_erh" "Stream_pref_mrh" "Stream_pref_hrh" "Stream_pref_epo" "Stream_pref_mpo" "Stream_pref_hpo" "Stream_pref_lit" "Stream_pref_pro" "Rhithral_pref" "Potamal_pref" "Flow_habitat" "Substrate_arg" "Substrate_pel" "Substrate_psa" "Substrate_aka" "Substrate_mil" "Substrate_mal" "Substrate_hpe" "Substrate_alg" "Substrate_mph" "Substrate_pom" "Substrate_woo" "Substrate_mad" "Substrate_oth" "Salt_pref_salfr" "Salt_pref_salol" "Salt_pref_salme" "Salt_pref_salpo" "Salt_pref_saleu" "Geo_range" "MISSING_ALL_TRAITS"
"Adicella balcanica" "Adicella balcanica Botosaneanu & Novak, 1965" "SPECIES" "accepted" "Adicella balcanica Botosaneanu & Novak, 1965" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7136.85585750817 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1.04 7.92 0 1.04 0 0 0 0 6.88 3.04 0 5.04 4.72 0.28 0.28 0.16 0.08 0.04 0 0.08 0 1.32 1.04 "rheo_to_limnophil" 0 0 0.08 0 0.6 0.76 0 0 6.28 0.08 1.96 0.2 0 7.36 2.64 0 0 0 "small" "YES"
"Adicella cremisa" "Adicella cremisa Malicky, 1972" "SPECIES" "accepted" "Adicella cremisa Malicky, 1972" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7136.85585750817 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 8 0 1 0 0 0 0 6.84 3 0 4.2 4.08 0.24 0.56 0.68 0.32 0 0 0.24 0.2 1.6 1.16 "rheo_to_limnophil" 0 0.04 0.04 0.2 0.6 0.48 0 0.12 6.16 0.12 1.96 0.04 0 7.24 2.76 0 0 0 "small" "YES"
"Adicella dionisos" "Adicella dionisos Malicky, 1977" "SPECIES" "accepted" "Adicella dionisos Malicky, 1977" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5670.14023654906 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 8 0 1 0 0 0 0 6.92 3.04 0 4.04 3.92 0.32 0.2 0.52 0.44 0.12 0 0.6 0 1.44 1.28 "rheo_to_limnophil" 0 0.12 0.04 0.04 0.76 1.08 0 0.12 5.28 0.32 2.04 0.04 0 7.56 2.4 0 0 0 "small" "YES"
"Adicella eucharis" "Adicella eucharis Malicky, 1976" "SPECIES" "accepted" "Adicella eucharis Malicky, 1976" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5705.63425497302 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 7.96 0 1.04 0 0 0 0 7.04 3.12 0 4.84 4.48 0.28 0.24 0.28 0.12 0 0 0.2 0.04 1.36 1.04 "rheo_to_limnophil" 0 0 0.16 0.2 0.64 0.76 0 0.04 5.8 0.08 1.84 0.2 0 7.6 2.4 0 0 0 "small" "YES"
"Adicella filicornis" "Adicella filicornis (Pictet, 1834)" "SPECIES" "accepted" "Adicella filicornis (Pictet, 1834)" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "InfoSpecies" "INN" NA "EN" NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6430.11856084659 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 8 0 1 0 0 0 0 7 3 0 5 5 0 0 0 0 0 0 0 0 1 1 "rheo_to_limnophil" 0 0 0 0 0 0 0 0 8 0 2 0 0 7.48 2.52 0 0 0 "small" "NO"
"Adicella hypseloknossoios" "Adicella hypseloknossoios Malicky, 1977" "SPECIES" "accepted" "Adicella hypseloknossoios Malicky, 1977" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6059.00290330381 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1.04 7.92 0 1.04 0 0 0 0 6.8 3.24 0 4.88 4.52 0.36 0.4 0.36 0.04 0 0 0 0 1.52 1.04 "rheo_to_limnophil" 0 0 0 0.08 0.56 0.76 0 0 5.68 0.04 2 0 0 7.56 2.44 0 0 0 "small" "YES"
"Adicella josephinae" "Adicella josephinae Gonzalez & Otero, 1981" "SPECIES" "accepted" "Adicella josephinae Gonzalez & Otero, 1981" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5670.14023654906 "<=1" 0 1 0 0 0 1 0 0 0 "cold" "no_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1.04 7.96 0 1 0 0 0 0 7 2.92 0 4.76 4.48 0.24 0.36 0.36 0.08 0 0 0.12 0 1.36 1.04 "rheo_to_limnophil" 0 0 0 0.04 0.28 0.36 0 0 6.48 0.16 2.04 0.16 0 7.72 2.32 0 0 0 "small" "YES"
"Adicella meridionalis" "Adicella meridionalis Morton, 1906" "SPECIES" "accepted" "Adicella meridionalis Morton, 1906" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4539.04625470875 "<=1" 0 1 0 0 0 1 0 0 0 "mixed" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 1 0 0 "fic" "holometabolic" 1 8.04 0 1 0 0 0 0 6.84 3.12 0 0.84 0.76 0.4 2.96 3.32 0.88 0.12 0 0.6 0 3.64 1.6 "rheo_to_limnophil" 0 0.04 0 0.28 1.24 1.32 0 0.08 4 0.36 2 0 0 7.24 2.76 0 0 0 "very_wide" "YES"
"Adicella noguerana" "Adicella noguerana Navás, 1919" "SPECIES" "heterotypic synonym" "Adicella reducta (McLachlan, 1865)" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" "INN" NA "EN" NA "LEAST_CONCERN" 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6059.00290330381 "<=1" 0 1 0 0 0 1 0 0 0 "mixed" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 8 0 1 0 0 0 0 7 3 0 0 0 0 5 5 0 0 0 0 0 5 1 "rheo_to_limnophil" 0 0 0 0 0 0 0 0 8 0 2 0 0 7.08 2.88 0 0 0 "small" "NO"
"Adicella reducta" "Adicella reducta (McLachlan, 1865)" "SPECIES" "accepted" "Adicella reducta (McLachlan, 1865)" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "InfoSpecies" "INN" NA "EN" NA "LEAST_CONCERN" 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4910.16191225153 "<=1" 0 1 0 0 0 1 0 0 0 "mixed" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 8 0 1 0 0 0 0 7 3 0 0 0 0 5 5 0 0 0 0 0 5 1 "rheo_to_limnophil" 0 0 0 0 0 0 0 0 8 0 2 0 0 7 3 0 0 0 "small" "NO"
"Adicella syriaca" "Adicella syriaca Ulmer, 1907" "SPECIES" "accepted" "Adicella syriaca Ulmer, 1907" "Adicella" "Leptoceridae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6023.50888487985 "<=1" 0 1 0 0 0 1 0 0 0 "mixed" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 1 0 0 "vec" "holometabolic" 1 8.04 0 1 0 0 0 0 7.08 2.72 0 2.08 1.96 0.4 2.44 2.48 0.44 0.08 0 0.28 0 3.28 1.24 "rheo_to_limnophil" 0 0 0 0.32 0.96 0.84 0 0.08 4.72 0.32 1.88 0.16 0 7.32 2.68 0 0 0 "small" "YES"
"Afghanurus joernensis" "Afghanurus joernensis" "SPECIES" "synonym" "Nixe joernensis (Bengtsson, 1909)" "Nixe" "Heptageniidae" "Ephemeroptera" "Insecta" "Arthropoda" "EPT" "freshwaterecology" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5192.5425237344 "<=1" 0 0 0 0 0 1 1 0 0 "cold" "egg_resist" "neutral_to_alka" 1 1 0 0 0 0 0 1 1 1 0 0 0 "frc" "hemimetabolic" 2.4 1.2 5.8 0 0 0 0.2 0 8.36 0 0.16 0 0.08 1.72 3.08 2.76 1.2 0.36 0 0.04 0 4.04 1.76 "rheo_to_limnophil" 0 0 0 0 7 3 0 0 0 0 0 0 0 10 0 0 0 0 "very_wide" "NO"
"Agapetus adejensis" "Agapetus adejensis Enderlein, 1929" "SPECIES" "accepted" "Agapetus adejensis Enderlein, 1929" "Agapetus" "Glossosomatidae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6801.23421838936 "<=1" 0 0 0 0 0 1 1 0 0 "cold" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 0 0 0 "fic" "holometabolic" 1.04 7.96 0 1 0 0 0 0 4.56 5.68 0 2.04 1.36 1.04 2.76 2.08 0.28 0.04 0 0.12 0 3.48 1.2 "rheophil" 0 0 0 0.48 3.84 3.8 0 0.04 0.48 0.08 0.68 0.04 0 7.88 2.12 0 0 0 "moderate" "YES"
"Agapetus ajpetriensis" "Agapetus ajpetriensis Martynov, 1916" "SPECIES" "accepted" "Agapetus ajpetriensis Martynov, 1916" "Agapetus" "Glossosomatidae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5245.78355137034 "<=1" 0 0 0 0 0 1 1 0 0 "cold" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 0 0 0 "fic" "holometabolic" 1.04 7.84 0 1.08 0 0 0 0 4.76 5.24 0.04 3.16 2.12 1 1.72 1.68 0.44 0 0 0.12 0 3 1.28 "rheophil" 0 0 0 0.2 3.64 3.88 0 0.08 0.76 0.16 0.8 0.04 0 7.52 2.44 0 0 0 "moderate" "YES"
"Agapetus basagureni" "Agapetus basagureni Gonzalez & Botosaneanu, 1995" "SPECIES" "accepted" "Agapetus basagureni Gonzalez & Botosaneanu, 1995" "Agapetus" "Glossosomatidae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4539.04625470875 "<=1" 0 0 0 0 0 1 1 0 0 "mixed" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 0 0 0 "fic" "holometabolic" 1.16 7.76 0 1 0 0 0 0 4.6 5.36 0 1.84 1.44 0.68 2.48 2.52 0.68 0.08 0 0.32 0 3.4 1.48 "rheophil" 0 0 0 0.28 3.72 3.84 0 0.04 0.64 0.04 0.76 0.04 0 7.68 2.28 0 0 0 "moderate" "YES"
"Agapetus belareca" "Agapetus belarecus Botosaneanu, 1957" "SPECIES" "accepted" "Agapetus belarecus Botosaneanu, 1957" "Agapetus" "Glossosomatidae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA "NOT_EVALUATED" 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5263.53056058232 "<=1" 0 0 0 0 0 1 1 0 0 "mixed" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 0 0 0 "fic" "holometabolic" 1.08 8 0 1.04 0 0 0 0 4.84 5.12 0 2.44 2.16 0.68 1.96 2.04 0.72 0.04 0 0.28 0 3.04 1.48 "rheophil" 0 0.04 0.04 0.24 3.32 3.4 0 0 0.76 0.08 0.92 0 0 7.44 2.6 0 0 0 "very_wide" "YES"
"Agapetus berbericus" "Agapetus berbericus Giudicelli & Dakki, 1980" "SPECIES" "heterotypic synonym" "Agapetus incertulus McLachlan, 1884" "Agapetus" "Glossosomatidae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6394.62454242263 "<=1" 0 0 0 0 0 1 1 0 0 "cold" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 0 0 0 "fic" "holometabolic" 1.04 7.96 0 1 0 0 0 0 4.88 5.08 0 2.68 2.08 0.76 1.4 1.32 0.68 0.12 0 0.6 0 2.6 1.44 "rheophil" 0 0 0 0.04 3.24 3.6 0 0.04 0.84 0.24 0.64 0.08 0 7.76 2.2 0 0 0 "very_wide" "YES"
"Agapetus caucasicus" "Agapetus caucasicus Martynov, 1913" "SPECIES" "accepted" "Agapetus caucasicus Martynov, 1913" "Agapetus" "Glossosomatidae" "Trichoptera" "Insecta" "Arthropoda" "EPT" "FaunaEuropeae" NA NA NA NA NA 1 1 0 NA 1 1 0 NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5687.88724576104 "<=1" 0 0 0 0 0 1 1 0 0 "cold" "no_resist" "no_pref" 1 1 0 0 0 0 0 1 1 1 0 0 0 "fic" "holometabolic" 1 7.96 0 1.08 0 0 0 0 4.6 5.6 0 2.44 1.96 0.88 2.24 1.96 0.48 0.04 0 0.12 0 3.28 1.32 "rheophil" 0 0 0.04 0.08 3.56 3.84 0 0.08 0.6 0.08 0.84 0 0 8.04 1.84 0 0 0 "moderate" "YES"
