"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_mm" "BodyLength_male" "BodyLength_female" "BodyLength_min" "BodyLength_max" "Litter_size" "Development_total_d" "Development_egg_mean_d" "Development_larva_mean_d" "Development_pupa_mean_d" "Longevity_y" "Semivoltine" "Univoltine" "Bivoltine" "Multivoltine" "Overwintering_egg" "Overwintering_larva" "Overwintering_pupa" "Overwintering_imago" "Activity" "Larva_Diet" "Imago_Diet" "Larva_Diet_range" "Imago_Diet_range" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Root" "Diet_Seed" "Diet_Leaf" "Diet_Flower" "Diet_Stem" "Diet_Grass" "Diet_Woody" "EIV_Light" "EIV_Temp" "EIV_Moisture" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Dispersal_ability" "Dispersal_km" "Riparian_sp" "Habitat_ephemeral" "Habitat_lakes" "Habitat_ponds" "Habitat_rivers" "Habitat_streams" "Forewing_length_mm" "Hindwing_length_mm" "Sex_dimporh" "Territoriality" "Flight_mode_flier" "Flight_mode_percher" "BodyCol_black" "BodyCol_blue" "BodyCol_brown" "BodyCol_gray" "BodyCol_green" "BodyCol_orange" "BodyCol_pink" "BodyCol_red" "BodyCol_violet" "BodyCol_white" "BodyCol_yellow" "BodyColType_pigment" "BodyColType_pruinesc" "BodyColType_structur" "BodyPatterns_plain" "BodyPatterns_spotted" "BodyPatterns_striped" "Wing_Pigment" "WP_pattern" "WP_symmetry" "WP_dimorph" "WPColor_cover" "WPCol_amber" "WPCol_black" "WPCol_blue" "WPCol_brown" "WPCol_iredesc" "WPCol_orange" "WPCol_prunesc" "WPCol_red" "WPCol_yellow" "Larva_BodyLength_mm" "Larva_BodyLength_min" "Larva_BodyLength_max" "Larva_Habitat_stillwaters" "Larva_Habitat_watercourses" "Larva_Habitat_moors" "Larva_EIV_Drought" "Larva_Biotope_range" "MISSING_ALL_TRAITS"
"Aeshna grandis" "Aeshna grandis (Linnaeus, 1758)" "SPECIES" "accepted" "Aeshna grandis (Linnaeus, 1758)" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3660733.83217128 73.5 NA NA 70 77 826.46 720 NA NA NA 0.154739726027397 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.75 NA 0 1 1 1 0 0.642611683848797 NA 1 0 1 0 0 0 NA 45 "strong" "territorial" 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 1 1 "no" "stripes" "hindwing" "not" 0.2556 0 1 0 0 0 0 0 0 1 43.5 41 46 1 0 1 0 "eurytop" "NO"
"Aeshna irene" "Aeshna irene Fonscolombe, 1838" "SPECIES" "homotypic synonym" "Boyeria irene (Fonscolombe, 1838)" "Boyeria" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" "INN" "No" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3425951.99873526 67 NA NA 63 71 577.22 1036.8 NA NA NA 0.15572602739726 1 0 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.625 NA 0 1 1 0 0 0.543917525773196 NA 2 0 1 0 0 1 NA 42 "weak" "territorial" 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 "No" "stripes" "symmetric" "strongly" 0.2372 0 1 0 0 0 0 0 0 1 37.5 34 41 1 1 0 0 "stenotop" "NO"
"Aeshna isoceles" "Aeshna isoceles (Müller, 1767)" "SPECIES" "accepted" "Aeshna isoceles (Müller, 1767)" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 15284297.1955669 64 NA NA 62 66 698.92 708.6 NA NA NA 0.155506849315069 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.708333333333333 NA 0 1 0 0 0 0.732233676975945 NA 2 0 1 0 0 0 NA 42 "weak" "territorial" 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 "No" "stripes" "hindwing" "not" 0.2568 0 1 0 0 0 0 0 0 1 40.5 39 42 1 0 1 0 "oligotop" "NO"
"Aeshna juncea" "Aeshna juncea (Linnaeus, 1758)" "SPECIES" "accepted" "Aeshna juncea (Linnaeus, 1758)" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "REGIONALLY_EXTINCT" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 26762995.337401 72.5 NA NA 65 80 688.44 1080 NA NA NA 0.160438356164384 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.25 NA 0 1 1 1 1 0.573883161512027 NA 1 0 1 1 0 0 NA 44 "strong" "territorial" 1 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 "no" "stripes" "hindwing" "not" 0.2596 0 1 0 0 0 0 0 0 1 40.5 37 44 1 0 1 0 "oligotop" "NO"
"Aeshna mixta" "Aeshna mixta Latreille, 1805" "SPECIES" "accepted" "Aeshna mixta Latreille, 1805" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 17262101.7829015 60 NA NA 56 64 624.36 720 NA NA NA 0.163616438356165 0 1 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.666666666666667 NA 1 1 0 0 0 0.81786941580756 NA 2 0 1 0 1 0 NA 39.5 "strong" "territorial" 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 "no" "stripes" "hindwing" "not" 0.2264 0 1 0 0 0 0 0 0 1 32.5 30 35 1 1 1 0 "oligotop" "NO"
"Aeshna parthenope" "Aeshna parthenope Selys, 1839" "SPECIES" "homotypic synonym" "Anax parthenope (Selys, 1839)" "Anax" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 44745749.7152742 68.5 NA NA 62 75 592.68 720 NA NA NA 0.183123287671233 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.625 NA 1 1 0 0 0 0.924398625429553 NA 2 0 1 1 1 0 NA 48 "strong" "territorial" 1 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 1 "No" "dots" "hindwing" "not" 0.2436 0 1 0 0 0 0 0 0 1 52.5 48 57 1 0 0 0 "oligotop" "NO"
"Aeshna serrata" "Aeshna serrata Hagen, 1856" "SPECIES" "accepted" "Aeshna serrata Hagen, 1856" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "LC" "VULNERABLE" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7652101.73811463 78 NA NA 70 77.56 863.2 1008 NA NA NA 0.133369863013699 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.403333333333333 NA 0 1 1 1 0 0.586116838487972 NA 1.04 0 1 0 0 0 NA 50.5 "strong" "territorial" 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 "no" "stripes" "hindwing" "not" 0.22 0 1 0 0 0 0 0 0 1 41.58 38.08 44.32 1 0 1 0.04 "oligotop" "NO"
"Aeshna subarctica" "Aeshna subarctica Walker, 1908" "SPECIES" "accepted" "Aeshna subarctica Walker, 1908" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "InfoSpecies" NA NA NA NA "REGIONALLY_EXTINCT" 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 15379655.3929825 74 NA NA 70 76 662.54 1440 NA NA NA 0.128547945205479 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.133333333333333 NA 0 1 1 1 0 0.309278350515464 NA 0.88 0 0 0 0 0 NA 42.5 "weak" "territorial" 1 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 1 1 "no" "stripes" "hindwing" "not" 0.2332 0 1 0 0 0 0 0 0 1 40.04 37.64 43.12 1 0 1 0.36 "oligotop" "NO"
"Aeshna subarctica subsp. elisabethae" "Aeshna subarctica elisabethae Djakonov, 1922" "SUBSPECIES" "accepted" "Aeshna subarctica elisabethae Djakonov, 1922" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "SPEED2ZERO" "INN" "No" "EN" "LC" NA 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7753860.25530877 73 NA NA 70 76 663.6 1080 NA NA NA 0.141041095890411 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.125 NA 0 0 1 1 0 0.492783505154639 NA 1 0 0 0 0 0 NA 45.28 "strong" "territorial" 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 "no" "stripes" "hindwing" "not" 0.2712 0 1 0 0 0 0 0 0 1 40 38 42 0 0 1 0 "stenotop" "NO"
"Aeshna tetraphylla" "Aeshna tetraphylla Vander Linden, 1825" "SPECIES" "homotypic synonym" "Lindenia tetraphylla (Vander Linden, 1825)" "Lindenia" "Gomphidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" NA "No" NA "VU" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3299813.87832746 74.5 NA NA 50.48 59.56 545.02 900 NA NA NA 0.164383561643836 1 0 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.581666666666667 NA 0 1 1 0 0 0.529621993127148 NA 2.44 0 1 0 1 0 NA 38 "weak" "territorial" 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 "No" "stripes" "hindwing" "not" 0.1512 0 1 0 0 0 0 0 0 0 30.9 28.52 33.32 1 0 0 0.2 "oligotop" "NO"
"Aeshna viridis" "Aeshna viridis Eversmann, 1836" "SPECIES" "accepted" "Aeshna viridis Eversmann, 1836" "Aeshna" "Aeshnidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "EEA" NA "No" NA "NT" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1108155.12569868 70 NA NA 65 75 724.34 900 NA NA NA 0.127342465753424 1 0 0 0 1 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.503333333333333 NA 0 1 1 0 0 0.564810996563574 NA 1.44 0 1 0 0 0 NA 43 "strong" "territorial" 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 "no" "stripes" "hindwing" "not" 0.2768 0 1 0 0 0 0 0 0 1 38.84 36.08 41.68 1 0 1 0 "oligotop" "NO"
"Agrion armatum" "Agrion armatum Charpentier, 1840" "SPECIES" "homotypic synonym" "Coenagrion armatum (Charpentier, 1840)" "Coenagrion" "Coenagrionidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" NA "No" NA "LC" "ENDANGERED" 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1375997.8346687 32 NA NA 28.76 30.84 553.38 281.4 NA NA NA 0.0938082191780822 1 1 0 0 0 1 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.6 NA 0 1 1 0 0 0.253883161512027 NA 1.48 0 0 1 0 0 NA 19 "strong" "non-territorial" 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 1 "No" "stripes" "symmetric" "not" 0.2356 0 1 0 0 0 0 0 0 0 18.36 16.56 19.88 1 0 1 0.28 "oligotop" "NO"
"Agrion barbarus" "Agrion barbarus Fabricius, 1798" "SPECIES" "homotypic synonym" "Lestes barbarus (Fabricius, 1798)" "Lestes" "Lestidae" "Odonata" "Insecta" "Arthropoda" "Dragonflies" "FaunaEuropeae" "INM" "No" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 4080918.14690077 42.5 NA NA 40 45 425 75 NA NA NA 0.120547945205479 0 1 0 0 1 0 NA 0 "Diurnal" "Carnivorous" "Carnivorous" "polyphagous" "polyphagous" 1 0 0 0 0 0 0 0 0 0 NA 0.583333333333333 NA 0 1 1 0 0 0.752577319587629 NA 2 1 0 1 0 0 NA 24 "weak" "territorial" 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 "No" "stripes" "hindwing" "not" 0.1492 0 1 0 0 0 0 0 0 0 25 24 26 1 0 1 0 "oligotop" "NO"
